id,title
1379,八千里路云和月
1380,两家人
1381,人民的巨掌
1382,洞箫横吹
1383,摩雅傣
1384,嘉陵江边
1385,信徒
1386,水饺皇后
1387,还魂之迷失曼谷
1388,彭山消暑记
1389,茉莉
1390,日本间谍
1391,扁担·姑娘
1392,宇宙晚安
1393,友谊
1394,小刀会
1395,半夜不要照镜子
1396,五更寒
1397,爱情傻瓜
1398,生死恨
1399,小城迷雾
1400,革命家庭
1401,爷爷的冬天
1402,天堂凹
1403,暴风中的雄鹰
1404,翠岗红旗
1405,生死拍档
1406,巡航者
1407,警界英雄
1408,沙漠里的战斗
1409,上海姑娘
1410,十三陵水库畅想曲
1411,东风
1412,笑逐颜开
1413,神奇
1414,兔儿爷
1415,戴假发的人
1416,一幅僮锦
1417,警犬救护队
1418,第一列快车
1419,红河激浪
1420,一颗红心
1421,梅兰芳的舞台艺术
1422,都市风光
1423,冬梅
1424,火山情血
1425,狼山喋血记
1426,陕北牧歌
1427,告亲夫
1428,上饶集中营
1429,紫娃
1430,胜利重逢
1431,安丽小姐
1432,木头姑娘
1433,生死同心
1434,春暖花开
1435,分水岭
1436,持相机的猎手
1437,带兵的人
1438,庙街公主
1439,年
1440,加班，见鬼了
1441,枕边有张脸
1442,孤城烈女
1443,烈火真金
1444,卡冈图雅
1445,雪海银山
1446,白衣战士
1447,山间铃响马帮来
1448,六号门
1449,群魔
1450,水耀日
1451,每天朝山顶推一秒的石头
1452,寇准背靴
1453,怨灵人偶
1454,那晚十点的事
1455,桃李劫
1456,土地
1457,惊恐时分
1458,猴龟分树
1459,新旧上海
1460,军火
1461,渡江探险
1462,红珊瑚
1463,脚印
1464,查无此人
1465,扒瓜园
1466,落水记
1467,阿狸
1468,完美超越
1469,伞下
1470,求我的心理阴影面积
1471,老兵新传
1472,聂耳
1473,护士日记
1474,爱情钥匙
1475,云中落绣鞋
1476,战斗里成长
1477,漂流
1478,山村姐妹
1479,百年情书
1480,二月三十日
1481,少女灵异日记
1482,少年梦之夏
1483,布谷鸟又叫了
1484,幸运的星
1485,我叫成蛟龙
1486,哥哥和妹妹
1487,盲女与花猫
1488,夸口的青蛙
1489,万紫千红总是春
1490,罗汉钱
1491,有人偏偏爱上我
1492,闯入者
1493,二月十三
1494,保护者
1495,等明天
1496,牧童与公主
1497,尤三姐
