Title,Box Office,Average Price,Average Attendance,year
红辣椒,71,31.951126000000002,30.0,2022
红髅,341,29.347332000000005,7.0,2015
红鹰侠,364,31.199781,7.0,2012
纯洁心灵·逐梦演艺圈,227,29.241019999999995,5.0,2017
纳尼亚传奇3：黎明踏浪号,12251,39.45772,28.0,2011
纹身,186,42.117588,2.0,2022
纽约客@上海,94,33.35339,4.0,2012
纽约的一个雨天,1270,38.421352,2.0,2022
纽约纽约,954,31.197191,4.0,2016
纽约行动,1232,29.327121999999996,9.0,2012
线索,803,40.0,144.0,2016
终极代码,1135,46.516796,4.0,2021
终极大冒险,443,32.91497,8.0,2013
终极快递,2112,30.628838,20.0,2011
终极硬汉,491,25.37688,5.0,2016
终结者：创世纪,72240,36.77337,24.0,2015
终结者：黑暗命运,35529,33.17526,11.0,2019
绑架冰激凌,154,35.555965,8.0,2011
绑架大明星,96,28.854792,4.0,2013
绑架游戏,1616,33.892513,2.0,2024
绑架者,9566,34.780376,8.0,2017
结婚狂想曲,231,30.243723,6.0,2012
结婚那件事,253,30.375238,4.0,2013
给19岁的我自己,439,30.1529,3.0,2018
给你一千万,19,23.973307,17.0,2013
给野兽献花,746,31.936007,6.0,2012
绝世高手,10133,30.981056000000002,12.0,2017
绝命海拔,10202,37.925842,13.0,2015
绝命航班,3661,38.05305,10.0,2014
绝地战警：生死与共,3667,40.301018,3.0,2024
绝地战警：疾速追击,3514,30.002035,5.0,2020
绝地追击,2925,37.26024,4.0,2023
绝地逃亡,88757,34.733032,25.0,2016
绝地重生,1117,36.158035,20.0,2024
绝密跟踪,902,31.307863,4.0,2014
绝对底线,96,29.663185,4.0,2012
绝对控制,596,29.202341,7.0,2016
绝录求生,412,31.654743,10.0,2012
绝望主夫,31369,41.12622033950716,5.649080302209187,2022
绝杀慕尼黑,9181,32.01108,9.0,2019
绝色武器,452,31.350775,7.0,2012
绣春刀,9318,31.629831,17.0,2014
绣春刀II：修罗战场,26586,31.237286,13.0,2017
绣花鞋,4342,31.80076,13.0,2012
维京：王者之战,1412,29.203873000000005,4.0,2017
维和防暴队,51173,41.858932,8.0,2024
绿林大冒险,880,31.51933,9.0,2013
绿毛怪格林奇,2588,33.92607,6.0,2018
绿灯侠,6302,38.05369,15.0,2011
绿皮书,47862,33.195747,13.0,2019
绿色的声音,114,37.764046,30.0,2023
绿茵之外,118,40.396854,8.0,2022
绿野仙踪之奥兹国奇幻之旅,905,30.546307,6.0,2017
缉枪,1645,32.72453,15.0,2017
缉魂,11110,36.216537,5.0,2021
编号17,1620,44.332752,3.0,2025
缘份,1389,27.409107,8.0,2016
缘来是游戏,301,29.201925000000003,3.0,2014
缝纫机乐队,45936,32.841476,16.0,2017
网络凶铃,1511,30.443325,4.0,2020
网络谜踪,3016,33.47407,7.0,2018
罗宾汉：起源,417,34.45593,2.0,2019
罗小黑战记,31501,33.325783,8.0,2019
罗曼蒂克之城,38,32.256428,8.0,2022
罗曼蒂克消亡史,12278,31.706262755171853,11.187897051637075,2016
罗马,510,37.330032,4.0,2019
罪恶赎金,471,33.266933,4.0,2015
美丽人生,6061,33.05795138360006,6.0,2020
美丽童年,232,32.80592,21.0,2018
美人邦,692,30.610194999999997,8.0,2014
美人鱼,339119,36.67873722173633,43.95067218292104,2016
美人鱼之海盗来袭,1725,29.147694,15.0,2015
美人鱼的夏天,9,31.727016,2.0,2025
美国内战,2327,42.122868,3.0,2024
美国队长,6576,39.61778428010949,21.0228102189781,2011
美国队长2,71897,39.05382,29.0,2014
美国队长3,124386,34.987064,25.0,2016
美国队长4,10435,43.61756,6.0,2025
美国骗局,2077,33.896706,12.0,2014
美女与野兽,60662,34.97108077488378,15.786093435758795,2014
美好人间,166,31.350548,103.0,2023
美好的意外,1762,31.017921,6.0,2017
美姐,52,30.063126000000004,4.0,2013
美容针,1006,31.352602,4.0,2017
美少女特攻队,4627,33.46108,19.0,2011
美男记,78,29.093610000000005,3.0,2012
美食大冒险之英雄烩,983,35.5274567121058,7.0,2018
羞羞的铁拳,221365,33.400208,25.0,2017
翱翔雄心,155,33.689697,1.0,2020
翻滚吧！阿信,617,29.941180000000003,9.0,2011
老五的奥斯卡,495,20.1562,117.0,2015
老人、小孩和外国人,494,40.0,153.0,2015
老墙,28,30.245163,20.0,2022
老夫子之小水虎传奇,175,28.226809,7.0,2011
老屋所依,10,35.985558,16.0,2025
老师·好,35540,34.18113,9.0,2019
老师，别哭,194,33.508324,17.0,2023
老枪,563,37.25,1.0,2024
老海的新生活,2328,40.919328309278356,112.31958762886597,2017
老炮儿,90116,31.459951144946512,39.30964534599849,2015
老爷保号,300,32.370453,6.0,2021
老爸102岁,3023,28.905613000000002,4.0,2018
老男孩猛龙过江,20864,30.766651,26.0,2014
老阿姨,1111,32.450226,89.0,2016
老雷斯的故事,1374,44.37445,7.0,2012
老鹰抓小鸡,3479,33.65548,7.0,2021
考拉大冒险,2881,32.18843,12.0,2014
聊斋新编之画皮新娘,452,25.539652,5.0,2016
聪明的一休之反斗公主,781,30.527851,9.0,2014
肆式青春,283,32.666298,5.0,2018
肩上蝶,1247,32.734863,14.0,2011
育婴室,804,28.417213,6.0,2016
背水一战,4903,30.585,12.0,2013
胖子行动队,26107,34.32621,12.0,2018
胜券在握,20423,37.2509,4.0,2024
胡杨的夏天,467,30.403395,7.0,2017
胡柚娃,49,29.936200000000003,15.0,2020
胡桃夹子和四个王国,11257,34.5779,6.0,2018
胡桃夹子：魔境冒险,2773,35.39641,21.0,2012
脊梁,2,9.363296,267.0,2011
脐带,170,35.709007,2.0,2023
脑洞大开,443,39.033108,2.0,2024
脱单告急,3502,32.191994,4.0,2018
脱皮爸爸,803,29.435347,4.0,2018
脱轨时代,5467,31.119541,12.0,2014
自古英雄出少年之岳飞,39,25.52489,8.0,2012
至暗时刻,3673,34.092,9.0,2017
至爱梵高·星空之谜,6873,31.89880519714826,10.035064746107958,2017
致命伴旅,13591,33.561737,29.0,2011
致命复活,49,26.929375,2.0,2020
致命抉择,184,36.117275,1.0,2025
致命替身,256,28.872858,6.0,2012
致命玩偶,15,31.78163,1.0,2025
致命记忆之花开双生,290,34.46891,2.0,2022
致命请柬,1030,28.536316,13.0,2011
致命闪玩,70,28.900402,3.0,2013
致命黑兰,5020,31.702114,13.0,2013
致我们终将到来的爱情,804,26.986958,5.0,2016
致我们终将逝去的青春,71902,31.978590000000004,36.0,2013
致我的陌生恋人,913,32.99415,2.0,2022
致敬英雄,368,50.541816999999995,10.0,2020
致青春·原来你还在这里,33607,30.439665,23.0,2016
舒克贝塔·五角飞碟,6607,37.109139447404274,6.07325563795974,2023
舞力对决,398,38.935913,7.0,2011
舞者,249,35.91848,68.0,2023
航海王之黄金城,10717,27.05301,12.0,2016
航海王：强者天下,1246,37.26501,2.0,2024
航海王：狂热行动,20494,30.690236999999996,10.0,2019
航海王：红发歌姬,18547,33.05406561513992,3.0,2022
色彩中国,291,32.952217,15.0,2023
艺术家,418,35.369771500000006,7.5,2012
芒咕的动物城,561,28.842817,3.0,2021
芙蓉渡,302,39.890247,76.0,2020
芭比,25227,35.572174,15.0,2023
芭比公主历险记,122,31.972853,2.0,2022
花儿与歌声,377,30.079575000000002,16.0,2019
花儿为什么这样红,691,40.107605,12.0,2022
花千骨,656,38.045704,1.0,2024
花咒,619,30.412581999999997,5.0,2014
花开高黎贡,53,35.16258,14.0,2022
花木兰,27808,35.92563,6.0,2020
花束般的恋爱,9606,34.209476,4.0,2022
花样厨神,241,24.693422,3.0,2016
花样年华,6165,42.550583,5.0,2025
花滑女王,1717,32.81213,5.0,2018
花滑女王2：爸爸我爱你,75,32.819016,1.0,2022
花漾,210,31.449875000000002,3.0,2013
花腰恋歌,306,40.378662,76.0,2017
芳华,142299,34.234810314970595,25.852655324352245,2017
芳香之城传奇,131,27.738153,5.0,2011
苍山,60,36.102085,0.0,2025
苍穹,2928,40.42112507377049,145.0594262295082,2021
苍茫的天涯是我的爱,8814,38.4555,3.0,2025
苏丹,3614,30.323435,6.0,2018
若能与你共乘海浪之上,1394,29.224145999999998,4.0,2019
英伦对决,53983,37.63522,19.0,2017
英雄·喋血,81,31.401608,4.0,2011
英雄之战,7446,32.857372,21.0,2014
英雄本色1,3261,31.710747,7.0,2017
英雄本色2018,6307,32.328342,9.0,2018
茱莉娅的眼睛,276,30.078615,7.0,2012
茶啊二中,38424,40.06986,11.0,2023
草原大作战,190,28.814732,2.0,2022
草木人间,12174,38.21213,4.0,2024
荒原,195,39.967045,1.0,2023
荒岛情未了,369,28.309322000000005,6.0,2012
荒村凶间,343,25.123913000000005,4.0,2016
荒村怨灵,395,26.296294999999997,5.0,2016
荒蛮故事,295,40.673584,2.0,2025
荒野机器人,5187,40.685257,3.0,2024
荒野猎人,37673,30.41604,22.0,2016
荞麦疯长,5217,36.012688,10.0,2020
荡寇风云,6513,32.902115,12.0,2017
荣耀,62,33.67702,5.0,2025
药·不要,74,31.426445,9.0,2022
莫斯科行动,66415,42.595364,9.0,2023
莫斯科陷落,238,32.10019,2.0,2018
莫莉的冒险,36,37.976906,0.0,2025
菊次郎的夏天,906,33.705517,2.0,2020
萌宠流浪记,1133,29.314524,3.0,2020
萌宠特工队,851,28.368477,6.0,2019
萌犬好声音,980,29.074314,4.0,2018
萌萌的宝贝计划,2,34.88372,25.0,2025
萌鸡小队：萌闯新世界,3434,33.66336347524753,5.307513104251601,2021
萤火奇兵,798,30.012924,7.0,2017
萤火奇兵2：小虫不好惹,454,28.27829,5.0,2019
萤火虫的天空,148,35.172737,19.0,2023
萧红,197,31.51333,12.0,2013
萨利机长,6119,31.779032000000004,10.0,2016
萨米大冒险,2679,34.453083,16.0,2012
萨米大冒险2,1239,34.003376,10.0,2013
落凡尘,3805,37.454044,4.0,2024
落地生根,114,31.916655,7.0,2023
落跑吧爱情,1303,30.617722,6.0,2015
葫芦兄弟,9,8.999091,102.0,2011
蒸发太平洋,3501,33.87463,5.0,2016
蓝白红三部曲之蓝,16,59.142616,82.0,2025
蓝精灵,25211,38.195485292650034,37.985165205664195,2011
蓝精灵2,13796,36.096054,18.0,2013
蓝精灵：寻找神秘村,17393,33.00355,13.0,2017
蓝色的七星湖,5,9.981482,450.0,2011
蓝色的卡布奇诺,242,32.355236,17.0,2021
蓝色禁区：凪,3344,37.86344,4.0,2024
蓝色防线,719,29.500458,2.0,2020
蓝色骨头,402,33.263256,4.0,2014
蓝调海之恋,40,28.780099999999997,3.0,2012
蓦然回首,5389,38.59325454574133,3.9962887363147153,2024
蔡李佛拳,68,26.239677,5.0,2011
藏北秘岭-重返无人区,2058,31.877056,11.0,2018
藏獒多吉,130,27.369837,9.0,2011
藏羚王,476,25.573862,8.0,2015
虎王归来,6,12.954545000000001,232.0,2011
虎皮萌企鹅,868,33.11786,5.0,2018
虎胆追凶,2242,30.699006999999998,4.0,2018
虎胆龙威5,20124,32.298626,19.0,2013
虐面人之死灵面膜,184,29.166403,4.0,2014
虫林大作战,774,28.350599999999996,5.0,2019
虹飞千岛,499,32.398914,132.0,2015
蚁人,67034,36.107162,22.0,2015
蚁人2：黄蜂女现身,83157,36.05232,15.0,2018
蚁人与黄蜂女：量子狂潮,27227,41.321815,5.0,2023
蛇咒,25,38.020992,8.0,2011
蛋宝大营救,544,36.62267,2.0,2024
蛋炒饭,313,27.598455000000005,11.0,2011
蛟龙行动,39378,50.363556,18.0,2025
蜂鸟特攻,3231,30.560549,9.0,2014
蜂鸟计划,331,34.038853,1.0,2021
蜘蛛侠：平行宇宙,42752,35.80949338604042,13.800477170658683,2018
蜘蛛侠：纵横宇宙,35705,35.871113,7.0,2023
蜘蛛侠：英雄归来,77477,35.154373,16.0,2017
蜘蛛侠：英雄远征,141740,35.89683,17.0,2019
蜘蛛夫人：超感觉醒,583,41.216732,2.0,2024
蜜月酒店杀人事件,760,30.797928,4.0,2016
蜜熊的音乐奇旅,685,31.450031,3.0,2021
蜡笔小新：我们的恐龙日记,12776,36.33048628396995,3.9829367564182845,2024
蜡笔小新：新次元！超能力大决战,11978,30.35037195591919,5.8973117381866755,2023
蜡笔小新：梦境世界大突击,2242,25.907042,7.0,2016
蜡笔总动员,658,34.392563,7.0,2015
蝙蝠侠大战超人：正义黎明,61824,35.596436000000004,23.0,2016
蝙蝠侠：黑暗骑士崛起,33868,37.365383,29.0,2012
蝙蝠别墅,243,28.997911,5.0,2013
蝴蝶公墓,334,28.712639,2.0,2017
血战湘江,7491,35.57217722173275,43.39634227739955,2017
血战钢锯岭,42582,29.81266339692828,18.64848997228876,2016
血狼犬,2519,28.501493000000004,13.0,2017
街一边水一边,1,26.978968,0.0,2025
街头之王,157,28.922031000000004,4.0,2012
衣柜里的冒险王,373,31.167285999999997,2.0,2019
表白吧！在毕业前,371,37.71763,1.0,2023
被偷走的那五年,14893,31.280222,18.0,2013
被光抓走的人,7091,36.198647,5.0,2019
被我弄丢的你,21173,41.054005,5.0,2024
被解救的姜戈,1788,34.47108,11.0,2013
西北风云,403,30.23001,2.0,2018
西柏坡,200,17.939344,58.0,2011
西柏坡2：英雄王二小,132,12.311638,211.0,2013
西游·降魔篇,124695,40.22702,41.0,2013
西游伏妖篇,165207,39.149124,36.0,2017
西游新传,5,14.673138,146.0,2011
西游记之七十二变,836,32.41497769138756,2.0,2022
西游记之再世妖王,11455,33.217056,6.0,2021
西游记之大圣归来,95448,34.66942,34.0,2015
西游记之大闹天宫,104498,41.931633,40.0,2014
西游记之孙悟空三打白骨精,119854,36.66295,36.0,2016
西游记女儿国,72741,39.746918,33.0,2018
西藏天空,1638,39.609685465201466,63.15750915750916,2014
西藏往事,9,23.552528,5.0,2011
西虹市首富,254766,35.062668,28.0,2018
要牛,1,33.110355,1.0,2025
见习警员白忆男之初来乍到,495,39.999756,138.0,2015
观音山,6988,33.383526,18.0,2011
觅渡,3009,37.605956666666664,68.40744433366567,2023
角斗士2,3975,42.17279779773585,2.9982389937106917,2024
解密,33462,42.142086,8.0,2024
解忧杂货店,22316,32.62561535920416,24.33845671267252,2017
解放·终局营救,4145,47.892979476477684,15.767671893848009,2019
解救吾先生,19555,31.178534,21.0,2015
解码游戏,969,32.773605,4.0,2018
触不可及,10062,33.21234189823097,7.810872589942357,2014
触摸星空,41,33.023678,72.0,2022
触碰你,461,37.84532,1.0,2025
警察故事2013,53404,39.560500241929454,27.050558010635907,2013
警察日记,172,24.899796,4.0,2014
警车联盟,334,30.108524,9.0,2018
让子弹飞,16294,45.51810999999999,23.0,2011
让熊猫飞,186,29.01404,13.0,2013
让这首歌作证,45,26.268993000000002,4.0,2022
记忆,254,41.580307,4.0,2023
记忆切割,393,29.418608,1.0,2021
记忆大师,29296,35.342426,17.0,2017
记忆折叠,309,49.462612,22.0,2018
记忆碎片,360,26.292364,3.0,2016
许愿神龙,16823,35.02875,5.0,2021
许海峰的枪,41,63.32872,250.0,2012
诗巫风云,29,34.48596,2.0,2022
诛仙Ⅰ,40470,36.131744,9.0,2019
诡八楼,725,29.535988,5.0,2014
诡劫,256,29.330399,5.0,2015
诡域新娘,377,26.646362,4.0,2017
诡娃,525,25.054178,5.0,2016
诡婴吉咪,1811,37.26256,10.0,2013
诡影迷情,340,26.425019999999996,4.0,2015
诡才之道,4034,39.764748,3.0,2025
诡拼车,189,29.619652,5.0,2013
诡摇铃,222,34.26947,2.0,2023
诡新娘,399,22.266714,6.0,2016
诡替身,592,29.090105,5.0,2014
诡梦凶铃,890,33.9461430494382,66.87415730337078,2016
诡爱,1183,30.493927,7.0,2012
诡镇,932,30.45349,7.0,2014
诡魇,351,28.799513,7.0,2013
误判,27071,40.68276329370914,5.538842303572088,2024
误杀,133311,33.182981655684834,12.367629077870543,2019
误杀2,112143,39.26381510910178,9.244268478638881,2021
误杀3,93332,42.01140673638195,8.559465135216218,2024
误杀瞒天记,3150,32.036106,3.0,2022
诱狼,846,36.83005,30.0,2015
诱饵,262,28.773466,4.0,2012
说走就走之不说再见,987,29.797922,4.0,2018
请别相信她,5220,40.653793,5.0,2023
请叫我英雄,193,30.560438,5.0,2012
请把你的窗户打开,1510,39.801064,118.0,2017
诸神之怒,16027,41.021843,24.0,2012
诸神之战,81,35.620586,13.0,2012
诺亚方舟漂流记,1237,28.868067,9.0,2016
诺亚方舟漂流记2,160,30.830802999999996,1.0,2022
读心者之深海,55,29.946785,1.0,2022
谁HOLD住谁,16,24.244274,24.0,2013
谁主沉浮,56,27.391069999999996,73.0,2011
谁动了我的梦想,289,36.65012,5.0,2014
谁持彩练当空舞,624,42.594547,71.0,2024
谁的青春不迷茫,17959,30.582802000000004,15.0,2016
谁说我不靠谱,106,43.348103,47.0,2023
谁说我们不会爱,2141,34.07429,9.0,2014
调音师,32519,32.268433,10.0,2019
谈判专家,15646,41.15596,4.0,2024
谋杀似水年华,1345,29.281333999999998,13.0,2016
谍·莲花,2079,47.506016,23.0,2015
谍影特工,2950,28.712702,9.0,2016
谍影重重4,21314,32.576134,22.0,2012
谍影重重5,44644,33.32567,16.0,2016
谍网追凶,627,42.375305,1.0,2025
谎言西西里,1805,26.603148,9.0,2016
谜城,14854,31.339395999999997,20.0,2015
谜巢,4950,32.204918,7.0,2018
谯国夫人,1514,47.85302874768824,15.393659180977544,2024
谷魂,40,28.336599999999997,28.0,2022
豆福传,1591,31.202412,7.0,2017
豪门生死恋,217,32.11249,7.0,2012
贝肯熊2：金牌特工,8149,34.682964,5.0,2021
贝肯熊：火星任务,8137,36.66673,6.0,2023
负负得正,7008,45.38849,5.0,2024
财神客栈,10233,30.304359999999996,27.0,2011
贫穷富爸爸,531,29.366314,7.0,2016
贵族大盗,2276,31.383078,9.0,2015
费里尼诞辰百年纪念放映活动,50,68.33134,123.0,2020
赏金猎人,21302,32.011604,19.0,2016
赛尔号之寻找凤凰神兽,4337,27.902187,21.0,2011
赛尔号大电影2：雷伊与迈尔斯,3106,28.180492,16.0,2012
赛尔号大电影3之战神联盟,7631,34.64276,19.0,2013
赛尔号大电影4：圣魔之战,6217,34.85926,18.0,2014
赛尔号大电影5：雷神崛起,5651,34.32693,17.0,2015
赛尔号大电影6：圣者无敌,10890,31.873688304499538,13.502295684113866,2017
赛尔号大电影7：疯狂机器城,3046,35.49128007879186,12.201575837163492,2019
赛德克·巴莱,1653,33.942547,13.0,2012
赛车传奇,152,29.728937,5.0,2011
赛车总动员2,7484,37.560627,21.0,2011
赛车总动员3：极速挑战,13712,33.139454,11.0,2017
赞鸟历险记,1119,33.88133,10.0,2014
赤焰,3018,35.6983950974155,20.40954274353877,2020
赤焰战场,3137,31.95406,20.0,2011
赤焰战场2,5577,31.061111,13.0,2013
赤狐书生,18514,36.367104,6.0,2020
赤狼蚁,496,34.843155,134.0,2015
赤警威龙,1271,30.763475000000003,8.0,2013
赤道,20934,38.959427,19.0,2015
走走停停,10296,39.212845,4.0,2024
赵氏孤儿,196,34.605457,14.0,2011
起跑线,21039,30.526323,10.0,2018
超人总动员2,35439,34.6536,12.0,2018
超人：钢铁之躯,39446,40.742374,28.0,2013
超体,27787,38.534733,18.0,2014
超决战！贝利亚银河帝国,1954,28.550867,12.0,2012
超凡战队,3006,32.663925,5.0,2017
超凡蜘蛛侠,31444,40.67237533109655,25.862517491413307,2012
超凡蜘蛛侠2,58538,38.667496,23.0,2014
超时空同居,90307,33.02727997504069,11.985737539725603,2018
超时空大冒险,270,26.975157,6.0,2018
超时空救兵,369,31.322662000000005,10.0,2012
超级保镖,551,30.895617999999995,8.0,2016
超级快递,6147,27.414692,12.0,2016
超级战舰,31009,33.878807,31.0,2012
超级望望,26,42.36639000000001,8.0,2025
超级特战队,38,24.838211,1.0,2022
超级的我,1159,33.89860788093184,2.469370146678171,2021
超级经纪人,2868,30.681738,11.0,2013
超级英雄美猴王：齐天儿,523,34.31182358891014,5.722753346080306,2022
超级飞侠：乐迪加速,7076,36.873024,8.0,2023
超级马力欧兄弟大电影,17159,38.693226,6.0,2023
超能一家人,30042,41.29541,12.0,2023
超能太阳鸭,1869,32.04649,10.0,2016
超能查派,10345,32.023273,12.0,2015
超能泰坦,1428,30.083654,3.0,2018
超能游戏者,1392,29.24433,14.0,2011
超能陆战队,52624,36.735781601132565,25.9611013986014,2015
超能龙骑侠,307,31.435077999999997,4.0,2017
超脑48小时,10335,32.124054,12.0,2016
超萌英雄,142,58.634224,3.0,2014
超蛙战士之初露锋芒,190,23.6926758,154.57894736842104,2012
超蛙战士之威武教官,494,33.979256,13.0,2012
超越,14284,34.71596,5.0,2021
超越那一天,23,50.458115,52.0,2013
超验骇客,12567,39.06861,14.0,2014
越位者,26,26.389881,2.0,2013
越来越好之村晚,2993,32.39825,14.0,2013
越界,1509,31.63,4.0,2021
跑出一片天,105,25.226353,5.0,2012
跟世俗说再见,690,33.903576,21.0,2020
跟踪孔令学,266,26.52559,13.0,2011
跨越8年的新娘,312,31.462663999999997,2.0,2018
跨过鸭绿江,10417,35.05291540270712,10.300662378803878,2021
路边野餐,645,31.998192,14.0,2016
路过未来,254,36.123055,3.0,2018
跳舞吧！大象,3915,34.78062400000001,5.0,2019
踢出个未来,155,27.80442487096774,8.92258064516129,2024
车在囧途,2747,29.526600000000002,12.0,2012
车手,2855,31.262340000000002,15.0,2012
轩辕剑传奇,316,32.56035,6.0,2015
转型团伙,1676,29.75507,3.0,2019
转山,412,29.633095,11.0,2011
转生大作战,316,37.0873,1.0,2024
辉夜大小姐想让我告白,398,32.0712,4.0,2020
辛亥革命,4067,32.454334,19.0,2011
辛巴达历险记2,2577,27.902702000000005,17.0,2014
辛巴达历险记2013,4015,27.955242624657537,18.941718555417186,2013
辣警霸王花,239,29.396023000000003,5.0,2016
边境风云,2922,31.941091999999998,14.0,2012
边海,79,30.209159999999997,1.0,2025
边疆军魂,2,20.302057,56.0,2025
边缘行者,16649,35.92619,3.0,2022
达芬奇大冒险：拯救蒙娜丽莎,200,29.515034,3.0,2020
达道里,674,92.8724,65.0,2019
过年好,5398,28.205008,9.0,2016
过春天,1005,34.66952597014926,4.17910447761194,2019
过界男女,1420,35.290627,8.0,2014
迈阿密行动,1617,29.03067,9.0,2012
还是觉得你最好,10723,33.29185,4.0,2022
还是觉得你最好2,1786,39.571796,4.0,2024
还有明天,4494,39.88503,3.0,2025
还魂之迷失曼谷,658,30.122534000000005,8.0,2014
这个杀手不太冷,1744,38.94853812041285,3.01204128440367,2024
这个杀手不太冷静,262800,48.192463,14.0,2022
这么多年,30100,41.035435,8.0,2023
这就是命,5447,28.852148,10.0,2017
这样一位将军,496,40.0,149.0,2015
这里的黎明静悄悄,728,35.795998,8.0,2015
进京城,1468,36.996166,7.0,2019
进城记,418,29.190477,32.0,2021
远去的牧歌,1025,36.912851073170735,25.195121951219512,2018
远山花开,130,22.08062,10.0,2023
远方有多远,127,47.670025,28.0,2020
远方的风,163,30.850742,12.0,2021
迷你世界之觉醒,2715,32.116257,5.0,2022
迷你特工队之拯救恐龙王,2389,30.420185940560902,5.055253244035161,2021
迷你特工队之汉堡大作战,1340,33.632816,3.0,2023
迷失1231,139,31.679703,1.0,2022
迷失Z城,704,27.837330000000005,3.0,2017
迷失之城,248,33.45758,1.0,2022
迷失的心,51,34.295044,11.0,2020
迷妹罗曼史,240,36.617516,1.0,2021
迷踪：第九鹰团,857,31.926636,15.0,2011
迷途重生,191,31.367205000000002,1.0,2022
迷镇凶案,567,29.107943,5.0,2018
迷雾追凶,226,35.450275,2.0,2021
迷魂之密室逃脱,333,28.81956326126126,6.243243243243243,2013
追你而来,82,37.003853,1.0,2023
追光,48,32.582966,1.0,2022
追光万里,276,35.036213,12.0,2022
追凶,1641,32.322826,10.0,2012
追凶十九年,475,34.14505,2.0,2019
追凶者也,13563,32.925488,10.0,2016
追幸福的人,88,28.973656000000002,1.0,2025
追捕,10602,32.582245,7.0,2017
追梦险途,92,37.60679,9.0,2020
追爱,484,29.00124,6.0,2011
追爱大布局,552,29.90715,4.0,2014
追缉,2093,32.62824,2.0,2023
追虎擒龙,24367,38.394653,10.0,2021
追踪长尾豹马修,663,28.469923,10.0,2013
追龙,57726,32.49085,20.0,2017
追龙Ⅱ,30906,36.264503,11.0,2019
送你一朵小红花,143276,37.27155906349982,19.416322342890645,2020
送我上青云,2954,35.218987,7.0,2019
逃出生天,13266,36.487095,18.0,2013
逃出白垩纪,654,32.378975,2.0,2023
逆世界,7378,37.730045,14.0,2013
逆光飞翔,871,31.313875,8.0,2013
逆战,12924,33.186222,30.0,2012
逆时营救,20138,34.570156,12.0,2017
逆行人生,35927,41.666077,7.0,2024
逆鳞,17533,41.384117,4.0,2024
逗爱熊仁镇,633,32.04984,2.0,2019
逗鸟外传：萌宝满天飞,7761,31.779118,9.0,2016
通勤营救,4541,30.900473,6.0,2018
通往夏天的隧道，再见的出口,1686,37.24327,2.0,2024
通往春天的列车,324,33.120293,1.0,2020
通灵之六世古宅,1652,34.940334,10.0,2015
通灵姐妹,470,28.883112,4.0,2017
通灵神探,3533,29.111046,11.0,2016
通道转兵,641,29.900728049921995,78.78939157566303,2011
速度与激情10,98476,37.62571,9.0,2023
速度与激情5,25187,32.27982,38.0,2011
速度与激情6,41372,33.276432,33.0,2013
速度与激情7,244283,38.88508630623907,41.66919106118723,2015
速度与激情8,267093,36.648834,30.0,2017
速度与激情9,139226,39.293274,13.0,2021
速度与激情：特别行动,143494,35.673300010704274,15.00696893249892,2019
造梦之家,221,36.286774,2.0,2023
遇见你,7834,37.391308,8.0,2022
遇见你之后,1653,33.271683,2.0,2022
遇见你真好,5101,32.171463,7.0,2018
遇见喵星人,117,30.738733,1.0,2021
遍地狼烟,869,30.417379999999998,9.0,2011
道具师,388,28.021196,4.0,2019
道士下山,40009,40.234406,24.0,2015
道高一丈,1207,31.759724,3.0,2018
遗落战境,14850,33.253365,20.0,2013
遥远的拥抱,502,40.0,139.0,2015
遵义会议,236,29.537252,22.0,2016
邂逅幸福,143,29.966162,5.0,2012
邋遢大王奇遇记,372,27.661394,10.0,2012
邓小平小道,2658,35.250043361173816,14.127163280662153,2021
那一场呼啸而过的青春,882,28.82535,7.0,2017
那个不为人知的故事,11305,38.727596,4.0,2024
那些女人,495,45.306778,5.0,2018
那些年，我们一起追的女孩,7646,32.83744,20.0,2012
那人那事,99,65.56655,4.0,2020
那件疯狂的小事叫爱情,3655,29.699472,11.0,2016
那年夏天你去了哪里,3466,28.437552671379112,9.400750144258511,2016
那时的你,554,46.609787,15.0,2022
那时风华,1547,39.05551193277311,6.2411118293471235,2019
邪不压正,58352,35.564896,16.0,2018
邹碧华,2066,48.366639690222655,55.91287512100678,2017
邻家大贱谍,1193,28.214456999999996,4.0,2016
邻里美好的一天,199,33.969357,1.0,2020
郎在对门唱山歌,3,18.084347,31.0,2011
郑和1405：魔海寻踪,139,32.027077,4.0,2013
郭富山,65,27.304276,45.0,2020
郭明义,1850,28.856468,62.0,2011
醉后一夜,985,31.218193,9.0,2012
醒来2,382,30.436123,55.0,2023
醒来之爱的呼唤,344,27.960178,13.0,2019
里斯本丸沉没,4744,40.532639747048904,5.010328836424958,2024
里约大冒险,13962,39.14886616143819,27.914338919925513,2011
里约大冒险2,24240,36.52156,22.0,2014
重来,13,29.553572,5.0,2011
重生,46466,41.606003,6.0,2024
重生小确幸,214,36.876205,2.0,2020
重生爱人,1985,30.143341,6.0,2015
重返20岁,36499,34.43875,20.0,2015
重返·狼群,3299,31.738079999999997,9.0,2017
重返地球,21460,32.839394,25.0,2013
重返大海,380,26.998867115789473,8.242105263157894,2012
野夏天,66,35.89256,1.0,2022
野孩子,24123,39.919666,4.0,2024
野性的呼唤,3426,32.5272,4.0,2020
野猪,94,28.806013,1.0,2020
野蛮人入侵,100,39.132645,6.0,2023
野马分鬃,1174,30.752109999999995,2.0,2021
金刚川,112702,37.04188589021491,7.976131745665561,2020
