Title,Box Office,Average Price,Average Attendance,year
女汉子真爱公式,6328,27.78297,11.0,2016
女王的柯基,1537,32.847054,5.0,2019
女生宿舍,1272,30.074238,8.0,2014
女生规则,267,32.29398,1.0,2023
女蛹,1189,30.341501,10.0,2013
好东西,72146,42.182964099187764,5.976381226956449,2024
好人高峰,500,40.02978,157.0,2015
好像也没那么热血沸腾,17548,42.153866,6.0,2023
好命先生,2179,29.709946,10.0,2014
好好过,1,22.55489,167.0,2011
好小子，好功夫,280,38.71004,5.0,2019
好想去你的世界爱你,11000,40.195675,7.0,2022
好运来,6268,37.04119,3.0,2024
如影随心,2368,35.619003,2.0,2019
如果声音不记得,33462,35.750664,7.0,2020
如果有一天我将会离开你,432,38.34422,1.0,2022
如梦晋阳,520,35.498802,31.0,2021
如父如子,435,40.568845218390805,1.0091954022988505,2024
妄想症,1932,39.769684,104.0,2018
妈妈不再摇滚,69,34.847103,9.0,2020
妈妈咪呀2,415,39.056736,6.0,2018
妈妈咪鸭,3723,31.892225,9.0,2018
妈妈的神奇小子,1777,36.199223,2.0,2021
妈妈！,7710,40.740208,3.0,2022
妈妈，我想你,56,37.115852,8.0,2025
妈阁是座城,5196,34.05588,6.0,2019
妖医,874,28.509043,5.0,2016
妖怪手表：永远的朋友,83,30.9694,1.0,2022
妖猫传,53026,35.55110437121412,24.610040357560443,2017
妖铃铃,36316,34.54129841920916,26.62870360171825,2017
妙先生,1137,34.45871,3.0,2020
始发站,331,51.59295699999999,33.0,2021
姜子牙,160302,39.790684,19.0,2020
姥姥的外孙,12701,37.550987,4.0,2024
威尼斯惊魂夜,4389,38.24148,4.0,2023
婚前故事,151,33.793728,1.0,2020
婚前试爱,97,33.652485,8.0,2011
嫁个100分男人,2522,30.317406,11.0,2012
嫌疑人x的献身,40186,33.720844,15.0,2017
孔子,11,22.998545,53.0,2011
孔秀,225,38.341087,28.0,2024
孝女彩金,262,36.47152608778626,70.34351145038168,2012
孤军,3218,43.81567846302051,67.14170292106898,2023
孤山魅影,41,31.165199999999995,5.0,2022
孤岛,347,28.550375,5.0,2014
孤岛惊魂,8891,30.774391000000005,26.0,2011
孤岛惊魂2,1661,30.516562,13.0,2013
孤星计划,10221,36.03528074748068,3.9984345954407594,2024
孤注一掷,384884,41.41745,18.0,2023
孤独摇滚(下),753,37.533073,1.0,2025
孤独摇滚（上）,1975,38.398018,2.0,2025
孤独的美食家 剧场版,806,42.620842,1.0,2025
孤胆保镖,627,29.225402999999996,4.0,2014
孤胆特工,753,29.829132000000005,9.0,2011
学爸,61436,40.663986,10.0,2023
孪生密码,75,30.500709999999998,3.0,2013
宅女侦探桂香,4129,32.75823,8.0,2015
宅男总动员：女神归来,506,30.071825,11.0,2011
宇宙护卫队：风暴力量,2013,29.97777,7.0,2023
宇宙探索编辑部,6704,44.311047,5.0,2023
宇宙英雄之超银河传说,2895,29.01744,23.0,2011
守信少年,1711,40.97214479193453,107.98012857977791,2017
守岛人,13840,39.318816456502894,5.984826589595376,2021
守护童年,32,29.996233,18.0,2011
守护者联盟,2865,35.75212,13.0,2012
守护者：世纪战元,2024,32.00836,4.0,2017
守望人,118,32.85907,6.0,2020
守望天山,2,40.097404,14.0,2011
守望相思树,335,40.644295,23.0,2020
守望者：罪恶迷途,1774,32.066364,13.0,2011
守望青春,1675,31.712051,18.0,2021
守株人,306,29.127026,7.0,2012
守灵,336,27.399853,4.0,2019
守边人,1190,39.29487,116.0,2017
安妮：纽约奇缘,321,35.45786,4.0,2015
安娜·卡列尼娜,25,34.04284,9.0,2012
安德的游戏,13870,32.27466,17.0,2014
完美假妻168,2919,31.026361,10.0,2014
完美受害人,1316,30.451864,3.0,2021
完美有多美,2501,36.738250144742096,83.03198720511796,2017
完美的日子,335,46.99752301492537,7.0,2024
完美的爱,10,25.321007,2.0,2011
完美超越,218,31.602165,13.0,2014
完美陌生人,5352,32.626266,6.0,2018
完美音符,179,48.765232,14.0,2023
宙斯之子：赫拉克勒斯,8262,36.49254,11.0,2014
宝可梦：皮卡丘和可可的冒险,5146,32.934086,3.0,2021
宝可梦：超梦的逆袭 进化,1604,31.491667,4.0,2020
宝岛双雄,710,32.673206,8.0,2012
宝米恰恰,37,27.924894000000002,2.0,2013
宝莱坞机器人2.0：重生归来,2140,31.835608,3.0,2019
宝葫芦的秘密,6,13.380953,323.0,2011
宝贝儿,2472,34.966286,2.0,2018
宝贝女儿好妈妈之吃记忆的大雪球,452,28.09872,7.0,2012
宝贝当家,1520,29.532354000000005,7.0,2016
宝马狂想曲,416,29.725557,6.0,2012
宠爱,68363,34.89162853131079,13.090663077980778,2019
宠物联盟,1127,30.917372,5.0,2019
宫锁沉香,5446,32.007545,16.0,2013
家和万事惊,3270,39.993694,7.0,2019
家园·重返地球之战,229,38.275726,4.0,2023
家园梦想,718,41.38395,25.0,2024
家园防线,3243,30.419947,8.0,2014
家的方向,3,28.312239,1.0,2025
宾虚,1745,34.576946,3.0,2016
寂静之地,22089,31.281137,10.0,2018
寂静之地2,24950,34.796326,7.0,2021
寂静之地：入侵日,12954,39.72482,5.0,2024
寄生兽,4823,27.144592,9.0,2016
密室之不可靠岸,1490,31.049526,10.0,2011
密室逃生,23277,32.31106,10.0,2019
密室逃生2,7720,32.124348,2.0,2022
密室逃脱,514,33.53758722957199,3.422178988326848,2024
密战,7954,31.062712,8.0,2017
密案1922,334,32.466213,2.0,2022
密道追踪,875,32.759377,6.0,2014
富贵东西,427,39.027668,42.0,2024
富都青年,342,38.382034,1.0,2024
寒战,25297,31.687748000000003,21.0,2012
寒战2,67654,36.54772,27.0,2016
对不起，我爱你,261,31.808939,5.0,2014
对岸的战争,20,11.521564,288.0,2011
对风说爱你,277,29.942303000000003,3.0,2015
寻找兰小草,145,995.6760000000002,10.0,2020
寻找嘎贝勒,4,28.551947,4.0,2025
寻找成龙,21,10.566326,392.0,2011
寻找罗麦,402,30.076140000000002,2.0,2018
寻梦环游记,123007,33.582455066264515,17.68248148479355,2017
寻汉计,404,36.686157,3.0,2021
寻秘自然：地球往事,153,28.05190894117647,10.882352941176471,2024
寻秘自然：无形之力,2,31.813322,4.0,2025
寻秘自然：时间的形状,49,29.057447,25.0,2025
寻龙传说,12755,37.47356,5.0,2021
寻龙夺宝,3205,30.023739,16.0,2011
寻龙诀,167988,36.203697949234474,41.696978355596826,2015
封口者,230,27.59897083043478,3.0,2020
封神传奇,28324,33.567863,17.0,2016
封神第一部,263648,43.53494989114273,16.015771028037385,2023
封神第二部：战火西岐,123886,51.450768,20.0,2025
封门村,557,28.939327,6.0,2014
封门诡影,2570,29.787256,8.0,2015
射雕英雄传：侠之大者,68936,48.783897,23.0,2025
将爱情进行到底,19355,35.239056,27.0,2011
将错就错,3931,29.922781,10.0,2015
小Q,11316,34.15234520828915,6.0604453870625665,2019
小丑2：双重妄想,5409,40.371895,3.0,2024
小伟,145,37.931763,3.0,2021
小倩,1284,36.005694852024924,1.9961059190031152,2024
小偷家族,9675,33.564957,13.0,2018
小公主艾薇拉与神秘王国,662,26.718298,4.0,2018
小公主艾薇拉与神秘王国2,510,75.70359,18.0,2020
小城大爱,3,23.545453999999996,275.0,2011
小城季风,5,31.387094,4.0,2025
小妇人,4762,33.48072,9.0,2020
小孩不笨3,223,38.113228,4.0,2024
小小的愿望,28620,34.09406309067086,11.652375960866527,2019
小小的我,76590,40.1935050042042,10.336127431779605,2024
小小飞虎队,141,27.53479,7.0,2013
小巷管家,2458,39.382042,63.0,2019
小悟空,881,30.295975,5.0,2018
小情书,291,32.203915,4.0,2017
小战象2,83,25.860569,6.0,2012
小时代,48425,31.825502,32.0,2013
小时代2：青木时代,29619,31.226612000000003,29.0,2013
小时代3：刺金时代,52098,31.580315,33.0,2014
小时代4：灵魂尽头,48469,30.987238000000005,33.0,2015
小时代4：灵魂尽头（含纪录片《最好的我们》）,289,32.20948,12.0,2015
小明和他的小伙伴们,1123,23.23819,7.0,2016
小猪佩奇过大年,12499,42.357533,18.0,2019
小猪班纳大电影之梦想大“帽”险,449,28.930042000000004,6.0,2015
小猫巴克里,1224,29.582367004901958,13.318627450980392,2017
小王子,15815,33.102802,20.0,2015
小破孩大状元,638,37.02121333855799,14.106583072100314,2020
小神来了,95,28.359455,6.0,2013
小秦归乡记,160,32.542095,8.0,2021
小羊肖恩,5363,29.928957,23.0,2015
小羊肖恩2：末日农场,1728,30.056826036458332,5.274305555555555,2019
小美人鱼,2651,36.833443,4.0,2023
小美人鱼之大海怪传说,645,31.911990000000003,5.0,2023
小美人鱼的奇幻冒险,1400,33.11878125714285,4.513571428571429,2021
小花仙奇迹少女,536,32.324768,3.0,2021
小英雄雨来,3,29.693289000000004,1.0,2025
小萝莉的猴神大叔,28560,30.829151,17.0,2018
小虎墩大英雄,2220,49.15647,6.0,2022
小行星猎人,238,38.798508,2.0,2024
小门神,7860,31.81575687633588,20.149363867684478,2015
小飞侠：幻梦启航,2843,33.852886,7.0,2015
小飞象,14771,35.35573,8.0,2019
小马宝莉大电影,4681,29.946032000000002,8.0,2018
小马宝莉：新世代,1721,31.280937,5.0,2022
小马鞭,912,40.822704,19.0,2023
小鬼智多星,492,34.99776,130.0,2015
小鱼吃大鱼,95,27.728664,3.0,2012
小黄人大眼萌,43511,34.032852,20.0,2015
小黄人大眼萌：神偷奶爸前传,23794,34.815643,6.0,2022
少女佳禾,785,48.420418,13.0,2020
少女灵异日记,249,29.858982,4.0,2013
少年,1545,25.094233,7.0,2016
少年岳飞传奇,78,13.773441000000002,63.0,2011
少年巴比伦,314,28.986534000000002,2.0,2017
少年日记,100,39.99164,63.0,2023
少年派的奇幻漂流,57288,39.429,38.0,2012
少年班,5061,30.768175,11.0,2015
少年的你,155826,36.23436441211993,16.002759488147035,2019
尖叫直播,311,27.69898,23.0,2018
就是闹着玩的,321,25.17861,21.0,2012
尺八·一声一世,375,36.98766,10.0,2019
尼斯大冒险,459,28.07146540305011,4.708061002178649,2019
尼罗河上的惨案,6850,40.01369,4.0,2022
屋内有人,328,31.844788,2.0,2022
屠魔战士,4696,36.318016,7.0,2015
山河故人,3216,33.388138,11.0,2015
山河谣,164,36.371853,21.0,2023
山海经之再见怪兽,3829,36.04556,5.0,2022
山海经之小人国,1386,30.336038999999996,4.0,2021
山路十八湾,485,51.117188,47.0,2021
岁岁清明,155,20.776953,65.0,2011
岁月在这儿,185,35.762676,1.0,2021
岁月无声,27,32.740597,3.0,2012
峰爆,43819,37.91867647121112,7.992332093384149,2021
崖上的波妞,2841,31.625839044350585,5.230552622316086,2020
川流不“熄”,291,39.322113,3.0,2023
工作细胞：细胞大作战,760,33.14801,2.0,2021
左利军,81,30.033838,160.0,2011
左滩·芳菲年华,3,25.509073,6.0,2025
左耳,48441,33.99966,25.0,2015
巧虎大飞船历险记,2384,37.226997,9.0,2019
巧虎奇幻舞台历险记,648,34.41308,3.0,2023
巧虎魔法岛历险记,1324,35.54024,3.0,2021
巨人捕手杰克,5414,38.81383,13.0,2013
巨星嫁到,375,32.044994,1.0,2022
巨额交易,914,30.419428,11.0,2011
巨额来电,5577,29.618835,7.0,2017
巨鳄风暴,7447,30.908207,7.0,2019
巨齿鲨,105374,38.29538028275476,21.96298897261184,2018
巨齿鲨2：深渊,85136,42.33687,14.0,2023
差等生乔曦,126,171.99754,88.0,2020
巴啦啦小魔仙,5149,29.76293,17.0,2013
巴啦啦小魔仙之魔法的考验,1911,30.31744,8.0,2014
巴啦啦小魔仙之魔箭公主,3822,33.16142,22.0,2015
巴霍巴利王2：终结,7684,31.19968,7.0,2018
巴霍巴利王：开端,745,29.611311000000004,8.0,2016
巴黎假期,1789,32.21409,8.0,2015
巴黎危机,1446,28.668879999999998,4.0,2016
巴黎宝贝,2104,28.9297,14.0,2011
巴黎淘气帮,185,31.807001,16.0,2013
布德之路,144,38.749485,2.0,2021
师父,5460,30.260714,10.0,2015
帕丁顿熊,9968,30.527725,15.0,2015
帕丁顿熊2,20647,29.504087787039275,11.194943575337822,2017
帕丁顿熊3：秘鲁大冒险,4549,37.81817,3.0,2025
帝企鹅日记2：召唤,540,32.029556,4.0,2018
帝国秘符,339,29.519205000000003,5.0,2013
带你去见我妈,2374,34.081554,8.0,2022
带你归家,41,36.24436,21.0,2020
常在你左右,4688,30.12591,6.0,2017
幕后玩家,35861,35.479015,13.0,2018
平凡英雄,22231,39.346248874364626,4.2439836264675455,2022
平原上的夏洛克,944,37.63598,3.0,2019
平原上的火焰,1884,35.61996,2.0,2025
平壤之约,184,34.616326086956526,100.76086956521739,2012
平安中国之守护者,5383,49.990917,66.0,2021
平家物语：犬王,422,34.89273,3.0,2023
年会不能停！,129264,39.353182111198784,9.329387919296943,2023
年兽大作战,3442,30.06426,18.0,2016
年少日记,1566,39.400227,2.0,2024
年少有你,98,30.981820999999997,1.0,2022
年少轻狂,1307,28.414388999999996,6.0,2015
幸存日,40,25.189842,6.0,2011
幸存者,947,29.848923,5.0,2015
幸福卡片,159,30.739548,6.0,2011
幸福快递,70,30.143232,2.0,2013
幸福慢车,1181,46.516975,36.0,2024
幸福的白天鹅,2,48.50746,17.0,2011
幸福路上,207,29.695984000000003,11.0,2021
幸福迷途,189,27.889778,5.0,2012
幸福额度,2903,32.83829,12.0,2011
幸福马上来,10114,32.60426,9.0,2018
幸运阁,3,33.38581,4.0,2025
幻体：续命游戏,3556,25.061981,8.0,2016
幻影车神：魔盗激情,1966,30.94604,15.0,2014
幻影追凶,1258,29.737223,9.0,2012
幽灵公主,10967,39.520855,4.0,2025
幽灵医院,485,27.941248,5.0,2016
广东省迎接党的二十大优秀影片展映,162,30.879492,53.0,2022
床下有人,1482,28.944946,13.0,2011
床下有人2,1476,27.741997,8.0,2014
床下有人3,926,26.872463,7.0,2016
应承,104,29.974164999999996,13.0,2020
庞贝末日,9748,35.476067,16.0,2014
废柴特工,1987,31.244377,5.0,2016
废柴老爸,521,29.081854,5.0,2019
康定情歌,2,13.923077,217.0,2011
康熙与路易十四,278,36.8818645323741,21.884892086330936,2024
廉政风云,12430,43.732398398793244,16.30812550281577,2019
建党伟业,40768,34.58222236950549,37.356456043956044,2011
建军大业,40687,32.9437,18.0,2017
建国大业,8,16.274048,138.0,2011
开国将帅授衔1955,860,42.3171152255814,15.616279069767442,2023
开始而已,1765,39.353542,71.0,2021
开山人,2889,44.524376,33.0,2023
开心大冒险,250,27.066044,8.0,2012
开心家族,319,28.131338000000003,8.0,2011
开心超人,3539,28.696947,18.0,2013
开心超人2：启源星之战,2783,33.28179,13.0,2014
开心超人之时空营救,2589,33.40397,2.0,2024
开心超人之英雄的心,1657,31.766876,3.0,2022
开心超人之逆世营救,1280,34.257687,3.0,2025
开心魔法,1995,30.595392,14.0,2011
开罗宣言,838,45.11581399999999,16.0,2015
异乡来客,607,50.479015,44.0,2025
异人之下,11874,42.401585,5.0,2024
异兽,574,29.802834,2.0,2022
异兽来袭,1011,32.07627,25.0,2017
异度迷局,277,27.973661,4.0,2012
异形：夺命舰,78638,40.556812,7.0,2024
异形：契约,31117,31.987165,13.0,2017
异星战场,25995,39.656193,25.0,2012
异星觉醒,13579,31.647099,10.0,2017
异种,507,27.53365,3.0,2015
引爆者,5027,29.097746,6.0,2017
张杰曜北斗巡回演唱会（舞台纪录电影）,4687,42.61545688286751,4.0,2024
张震讲故事之合租屋,442,29.00622,6.0,2016
张震讲故事之鬼迷心窍,2089,31.117283,9.0,2015
归来,29136,34.196022,19.0,2014
当幸福来敲门,380,21.07704,6.0,2020
当怪物来敲门,1455,30.183815,4.0,2017
当流星划过天际,499,22.28922,122.0,2015
当男人恋爱时,26420,32.38967,6.0,2021
形影不离,888,30.83911,7.0,2012
彩虹之上,404,37.37211225247525,11.811881188118813,2022
影,62899,35.800556,14.0,2018
影子爱人,1802,31.097977,8.0,2012
彷徨之刃,8965,41.196575,3.0,2024
征程之星火,79,32.32921,16.0,2023
徒手攀岩,3641,36.08734,5.0,2019
微微一笑很倾城,27544,32.423817,17.0,2016
微爱之渐入佳境,28471,34.31099543103509,20.792139369885145,2014
德鲁大叔,1210,29.799346999999997,5.0,2019
心咒,240,29.37642,4.0,2014
心战,1050,31.666263999999998,7.0,2013
心曲,53,13.612821,264.0,2013
心灵奇旅,37618,37.60635395220373,9.039661864001276,2020
心灵的故事,498,40.0,152.0,2015
心灵的阳光,5060,32.619179118972326,57.78774703557312,2018
心理有秘密,12,30.544806000000005,0.0,2025
心理罪,30432,33.284714,20.0,2017
心理罪之城市之光,22417,32.578911105857166,17.634563054824465,2017
心花路放,116947,34.445072,36.0,2014
心迷宫,1063,29.648664,10.0,2015
忌日快乐,6126,30.548686999999997,10.0,2018
忍者神龟2：破影而出,39259,34.335197,22.0,2016
忍者神龟：变种大乱斗,948,32.803513,4.0,2023
忍者神龟：变种时代,38734,37.007698,19.0,2014
忍者神龟：崛起,390,30.727777,1.0,2022
志愿军：存亡之战,120700,41.34387236634631,9.99897265948633,2024
志愿军：雄兵出击,86894,42.67167569774668,9.628904182106934,2023
忘了去懂你,201,32.001656,5.0,2014
忠烈杨家将,6177,31.67144,16.0,2013
忠爱无言,2555,27.68087,10.0,2017
忠爱无言2,85,24.512354,3.0,2023
忠犬八公,28651,37.493553,6.0,2023
忠犬帕尔玛,691,31.454855,2.0,2022
忠犬流浪记,684,31.633896,2.0,2021
忠诚与背叛,1773,25.488209,44.0,2012
快乐大本营之快乐到家,15351,29.213976,22.0,2013
快乐的大脚,20,41.45371,16.0,2012
快乐的大脚2,5374,36.83141,16.0,2012
快手枪手快枪手,5332,31.768341000000003,10.0,2016
快把我哥带走,37532,32.391106,15.0,2018
念念,1370,42.353573,11.0,2015
念念手纪,447,29.487421,2.0,2018
念念相忘,7647,41.02014,7.0,2023
怒吼,105,35.611046,40.0,2023
怒放之青春再见,165,30.514074,3.0,2014
怒水西流,4846,32.8289,2.0,2025
怒潮,22958,41.65374170432965,6.927911839010367,2023
怒火·重案,132935,38.70422,8.0,2021
怒火营救,2,34.451546,0.0,2025
怖偶,548,29.80968,4.0,2014
急先锋,29426,38.1771,9.0,2020
急速逃脱,446,30.28919,2.0,2019
怦然星动,15944,31.063229,14.0,2015
怨偶铠甲,216,35.090427,1.0,2023
怨灵,1860,28.50526,8.0,2014
怨灵2,1150,27.654913,7.0,2017
怨灵人偶,2561,33.82045520499804,11.030456852791879,2014
怨灵宿舍之白纸女生,268,27.269415,4.0,2017
怪兽大学,20997,36.9969,22.0,2013
怪物岛,484,27.65645,4.0,2017
怪物猎人,3242,36.21558,7.0,2020
怪谈,744,35.967518,5.0,2015
恋人絮语,325,38.229767,9.0,2011
恋爱三万英尺,325,27.889914,4.0,2012
恋爱中的城市,5358,34.454075,13.0,2015
恋爱回旋,1854,32.52382,9.0,2018
恋爱恐慌症,369,29.660315,7.0,2011
恐怖将映,607,26.604237,7.0,2016
恐怖快递,227,27.017605,3.0,2018
恐怖旅馆,1447,29.544262,12.0,2012
恐怖毕业照2,244,26.482082,4.0,2017
恐怖浴室,254,27.715847,3.0,2018
恐怖游泳馆,423,26.585836,6.0,2015
恐怖理发店,502,27.288908,4.0,2017
恐怖电影院,1212,28.757356999999995,8.0,2014
恐怖电影院2,266,29.49832,3.0,2017
恐怖禁忌之红旗袍,387,24.512115,5.0,2016
恐怖笔记,260,32.35484,6.0,2016
恐袭波士顿,2109,29.77303,7.0,2017
恐龙宝贝,322,24.666876,14.0,2011
恐龙王,2857,30.586105,9.0,2018
恐龙飞车,114,29.534874,2.0,2021
恭喜发财之谈钱说爱,276,28.942846,6.0,2016
恶人报喜,2753,30.134539999999998,11.0,2016
恶战,781,29.532482,7.0,2014
恶棍天使,64853,29.966028523368234,43.58530831264552,2015
恶行之外,1365,36.13746,1.0,2025
悟空传,69685,35.916782,17.0,2017
悟空奇遇记,1904,29.859009,7.0,2019
悠悠风铃声,9,9.925532,470.0,2011
您一定不要错过,528,30.070435,9.0,2018
您好，北京,5036,45.43348,11.0,2022
您的声音,7719,41.701564999999995,11.0,2025
悬崖之上,119151,38.572085027998085,11.989173401817862,2021
悬赏,368,27.801340000000003,7.0,2012
悲伤逆流成河,35742,33.540703334312575,10.978456717587152,2018
悲惨世界,6306,35.586105,22.0,2013
情书,8820,35.18646864421769,5.695578231292517,2021
情况不妙,884,25.33111,8.0,2016
情回鹭岛,489,22.24871,120.0,2015
情圣,65791,31.314689968551928,17.81457950175556,2016
情归陶然亭,38,59.99063499999999,121.0,2013
情敌蜜月,1031,32.13592,7.0,2015
情满木兰,8,35.698788,15.0,2025
情谜,2190,31.492324999999997,12.0,2012
情遇曼哈顿,1356,30.915953,4.0,2017
惊天危机,17771,32.581364,25.0,2013
惊天大逆转,7845,29.21044,15.0,2016
惊天战神,7349,36.462658,23.0,2011
惊天救援,4205,40.75117,5.0,2023
惊天破,11413,32.630478,9.0,2016
惊天绑架团,1352,26.803265000000003,4.0,2016
惊天解密,388,29.147227999999995,1.0,2017
惊天魔盗团,14275,31.424887,18.0,2013
惊天魔盗团2,63765,33.111576,27.0,2016
惊奇队长,103496,37.17624,14.0,2019
惊奇队长2,11062,38.41563,3.0,2023
惊沙,140,24.737774,11.0,2011
惊涛飓浪,1113,29.454489,2.0,2018
惊魂电影院,868,26.374905,7.0,2015
惊魂绣花鞋,592,27.437098,5.0,2017
想见你,40361,41.29118662927083,5.1100567379400905,2022
想飞的女孩,1697,40.68238399999999,2.0,2025
意外人生,429,40.464268,1.0,2023
意外的恋爱时光,2350,31.73764,8.0,2013
感动她77次,3225,33.201756,3.0,2021
感谢生命中有个你,53,20.15716,9.0,2025
愤怒的小孩,837,28.134584,11.0,2013
愤怒的小鸟,51289,31.765346999999995,16.0,2016
愤怒的小鸟2,14049,32.56678,10.0,2019
憋住·别笑,104,24.867819,44.0,2023
憨兔的奇幻之旅,316,31.836746,2.0,2023
憨哥进城,461,25.001127,114.0,2015
憨豆特工3,17231,30.432306,9.0,2018
戈壁行者,11,33.930378,22.0,2025
戏,31,44.313904,47.0,2025
戏杀,863,37.633884,2.0,2024
我11,483,29.285082,5.0,2012
我不做大哥好多年,770,27.262022000000005,6.0,2017
我不是潘金莲,48266,35.1094,19.0,2016
我不是王毛,263,28.125498,4.0,2016
我不是药神,310002,34.81434,26.0,2018
我不是葫芦瓢,100,28.34052,10.0,2023
我为你喝彩,1558,38.208466,53.0,2021
我为你牺牲,24805,65.58718571981456,32.0,2019
我为相亲狂,495,32.708797,6.0,2013
我仍在此,148,39.696026,1.0,2025
我们一起摇太阳,27441,44.140965,5.0,2024
我们恋爱吧,1019,25.0787242767419,91.99705593719332,2015
我们是第一书记,345,33.297325649275365,6.504347826086956,2021
我们毕业啦,293,25.9568,3.0,2016
我们毕业的夏天,98,28.074766,3.0,2014
我们的七月,145,29.92041,54.0,2024
我们的冬奥,6505,36.903156,5.0,2022
我们的十年,4397,28.186525,7.0,2016
我们的岁月,1022,34.04269,44.0,2023
我们的样子像极了爱情,1616,36.913074,6.0,2022
我们的青春岁月,283,31.045952,50.0,2018
我们约会吧,518,30.161999,11.0,2011
我们诞生在中国,6640,32.314774,19.0,2016
我会好好的,2491,37.88101,1.0,2025
我只要我们在一起,297,39.489956,4.0,2015
我叫MT之山口山战记,1213,30.546017,3.0,2016
我和妈妈的最后一年,98,31.726046,1.0,2023
我和我们——我在周恩来班的故事,595,40.0,132.0,2016
我和我的家乡,282980,38.756233,19.0,2020
我和我的父辈,147719,43.46298381291506,15.995951773299305,2021
我和我的祖国,316976,38.454075785548426,35.24906617535712,2019
我和神马查干,3372,28.729570057829182,35.329181494661924,2018
我和红七军,502,34.93147218326694,128.81673306772907,2011
我在故宫修文物,606,30.381432,6.0,2016
我在时间尽头等你,50515,35.24886,16.0,2020
我在耀瓷小镇等你,1311,101.798584,77.0,2019
我在路上最爱你,1936,31.731068,8.0,2014
我在这里,500,40.0,151.0,2015
我就是我,631,32.36663,8.0,2014
我很帅,7181,39.534279639326,17.016850020888455,2012
我心向上,125,35.846878,5.0,2023
我心飞扬,633,35.975697,1.0,2022
我想吃掉你的胰脏,2390,30.034538,5.0,2019
我想和你好好的,8718,31.243912000000005,14.0,2013
我想结婚的时候你在哪,273,31.947935000000005,7.0,2014
我愿意,8483,33.803883,19.0,2012
我才不要和你做朋友呢,20402,39.837288,4.0,2024
我料青山应如是,78,53.893992999999995,49.0,2025
我是你妈,3682,31.770168,6.0,2018
我是你的野蛮女友,64,28.693676,2.0,2014
我是医生,793,42.911915,91.0,2017
我是哪吒,972,29.070538,9.0,2016
我是哪吒2之英雄归来,1759,36.264374,5.0,2023
我是处女座,467,18.97443,8.0,2016
我是大熊猫,426,25.438131,8.0,2012
我是女王,1550,31.984067999999997,7.0,2015
我是狼之火龙山大冒险,171,26.826967,6.0,2014
我是监护人,377,42.186478,3.0,2021
我是真的讨厌异地恋,16520,36.132294,3.0,2022
我是证人,21477,31.911520000000003,17.0,2015
我是谁2015,550,29.327019,4.0,2015
我是路人甲,6300,33.933136,16.0,2015
我是霸王龙,3542,32.14234581338227,2.924618859401468,2022
我是马布里,890,32.501656,8.0,2017
我最好朋友的婚礼,3741,28.693634,11.0,2016
我未成年,2292,40.96547793106457,111.20375218150087,2017
我本是高山,10022,39.847388472360805,9.220714428257832,2023
我没谈完的那场恋爱,5010,33.412758,3.0,2021
我爱HK 开心万岁,2887,32.732433,31.0,2011
我爱你！,42800,41.15686,10.0,2023
我爱灰太狼,7487,31.22358813930813,24.57472953118739,2012
我爱灰太狼2,7545,29.589828,20.0,2013
我爱的是你爱我,3019,31.82493,10.0,2013
我爸比我小四岁,332,33.20063,11.0,2015
我爸没说的那件事,421,37.868313,1.0,2023
我的世界大电影,21164,39.480114,3.0,2025
我的个神啊,11802,30.488117,15.0,2015
我的体育老师,129,30.804707,7.0,2022
我的冤家是条狗,232,30.269014,2.0,2018
我的嘟卡弟弟,441,38.55434756462585,14.761904761904763,2021
我的女友是机器人,4262,35.378338,5.0,2020
我的姐姐,86025,36.802353,9.0,2021
我的宠物恐龙,864,29.167559,5.0,2018
我的少女时代,36187,28.205177935004283,25.18653107469533,2011
我的战争,3603,34.12011,8.0,2016
我的拳王男友,2451,55.157696,5.0,2019
我的播音系女友,1268,30.146297,6.0,2014
我的新野蛮女友,3413,28.45867,7.0,2016
我的早更女友,16078,30.736982,16.0,2014
我的渡口,22,30.825243,156.0,2013
我的父亲焦裕禄,3458,43.63958897802198,14.736263736263735,2021
我的爷爷,254,44.356533,3.0,2024
我的爸爸是国王,1568,31.997226999999995,11.0,2017
我的爸爸是森林之王,5623,27.635841,11.0,2017
我的爸爸是森林之王2,1024,32.291035,3.0,2021
我的特工爷爷,32397,31.483646,17.0,2016
我的男友和狗,2417,30.255129000000004,11.0,2015
我的男男男男朋友,766,30.784441,5.0,2013
我的童年谁做主,500,39.99555600000001,139.0,2015
我的美丽王国,55,29.701412,2.0,2013
我的老婆是只猫,159,32.545616,7.0,2013
我的英雄,43,32.106747,11.0,2022
我的英雄学院：两位英雄,3877,31.487633,6.0,2019
我的遗憾和你有关,3284,36.771614,2.0,2022
我的野蛮女友2,1,53.5,22.0,2011
我的间谍前男友,6175,31.116886,5.0,2018
我的青春有个你,6221,36.11979,3.0,2021
我的青春期,1228,28.217087000000003,6.0,2015
我的青春蜜友,50,30.55269,1.0,2014
我的青春都是你,1489,31.349314,3.0,2019
我的非凡父母,618,36.438854,1.0,2022
我知女人心,6530,34.57109,24.0,2011
我经过风暴,18049,40.598377,7.0,2023
我老公不靠谱,2590,29.472517902702705,9.956756756756757,2012
我要和你在一起,528,36.777054,1.0,2022
我要当老师,1310,40.59569,19.0,2024
我要我们在一起,38172,36.40921242874358,8.12653253693807,2021
我说的都是真的,1784,30.624763,5.0,2018
我谈的那场恋爱,664,37.40293026054218,1.0030120481927711,2024
